year,arm,component,gmst,med,p05,p17,p83,p95,n_finite,tap_onset_K,tap_V_m,tap_tau
2013,ours,gis,1.0340522463545012,0.6515519818535966,0.6286640033070463,0.6386743739933575,0.6635211665717163,0.6732885386578223,2000,6.5,2.0,50.0
2014,ours,gis,1.0652103142894338,0.7080152203487597,0.68512057857223,0.6963085800613824,0.719135729556401,0.7285778175987166,2000,6.5,2.0,50.0
2015,ours,gis,1.0914259349003625,0.7813017613922604,0.7568175965995363,0.7689526844199948,0.7928516785524851,0.803320023487875,2000,6.5,2.0,50.0
2016,ours,gis,1.1177753966933797,0.780388370500753,0.7567611762262467,0.7681894836949428,0.7916620988858054,0.8018895891431352,2000,6.5,2.0,50.0
2017,ours,gis,1.1396678413328527,0.8953451777822905,0.8653676300499679,0.8796643520199503,0.9093603594919724,0.921233626247307,2000,6.5,2.0,50.0
2018,ours,gis,1.1764223403536713,0.9436329127096155,0.9140810621659584,0.9282672679003944,0.9577490763264844,0.9700236983589003,2000,6.5,2.0,50.0
2019,ours,gis,1.2023747030449239,0.9738084485973357,0.9449260370108117,0.9588646769193199,0.9877125646773005,1.0003188096979507,2000,6.5,2.0,50.0
2020,ours,gis,1.2242119415906947,1.0687820037690257,1.03558079664875,1.0520608647123044,1.0845684134594535,1.0983715620323944,2000,6.5,2.0,50.0
2021,ours,gis,1.2542636608532196,1.122324589762893,1.087063195232865,1.1043418831586616,1.1391078143516447,1.1534656346889491,2000,6.5,2.0,50.0
2022,ours,gis,1.2920027905188913,1.2179029148927323,1.1793868777224514,1.1980947510884876,1.2362259428722515,1.2517871151707216,2000,6.5,2.0,50.0
2023,ours,gis,1.3250028461664434,1.2582833591730331,1.2190521650158228,1.2371863159649992,1.2781648124376508,1.2944270780927452,2000,6.5,2.0,50.0
2024,ours,gis,1.3626028290328722,1.3026799386873216,1.26071661366317,1.2804820188850243,1.3246141222413528,1.3420472014525273,2000,6.5,2.0,50.0
2025,ours,gis,1.3979057072285084,1.3350078918293757,1.2902566413431533,1.3105118496683994,1.3588461569290327,1.377758816628346,2000,6.5,2.0,50.0
2026,ours,gis,1.4285799114764959,1.4033350355189818,1.3544413256353225,1.376521399508773,1.4299742226447156,1.4488860981628193,2000,6.5,2.0,50.0
2027,ours,gis,1.4535959455104546,1.473602443309923,1.4208707418147064,1.4448323834251815,1.5030649572965764,1.5233629166705027,2000,6.5,2.0,50.0
2028,ours,gis,1.4787553161062734,1.5459398662520152,1.4893563051887881,1.5138468937638696,1.5778997333383546,1.6005096015191533,2000,6.5,2.0,50.0
2029,ours,gis,1.5066494161985142,1.6189432107095958,1.5574383136252434,1.5847536528193995,1.6540478948380821,1.6779718827380345,2000,6.5,2.0,50.0
2030,ours,gis,1.5358764167876693,1.6939202648494591,1.6277632485509537,1.6565048490793937,1.7318045133071898,1.7575214164992972,2000,6.5,2.0,50.0
2031,ours,gis,1.560813641692458,1.7705438234242443,1.6981631945281659,1.7298039233940903,1.811465661835699,1.8400017656530423,2000,6.5,2.0,50.0
2032,ours,gis,1.5877368248242711,1.847798957132892,1.769475381084165,1.8027199541961236,1.8914786979644636,1.9223479260129386,2000,6.5,2.0,50.0
2033,ours,gis,1.6203891237979673,1.926482611283007,1.8413817125033405,1.877236886699769,1.9742130165496288,2.006917946244161,2000,6.5,2.0,50.0
2034,ours,gis,1.660130536903219,2.0071197838516035,1.9156201165844395,1.9528835988100006,2.058072249283478,2.0943027219140813,2000,6.5,2.0,50.0
2035,ours,gis,1.6983843427016336,2.0904512367986756,1.9906142054130933,2.03180702644312,2.14495944782291,2.1844790877412628,2000,6.5,2.0,50.0
2036,ours,gis,1.7379105519050024,2.1760927424180494,2.068149950083345,2.1139516005910965,2.2349290299294218,2.278119947823126,2000,6.5,2.0,50.0
2037,ours,gis,1.7789688529433703,2.264399892697602,2.147893912554992,2.197352486544277,2.3286172688050137,2.3750983972124975,2000,6.5,2.0,50.0
2038,ours,gis,1.8180779499671587,2.356197941342503,2.231638669348924,2.2836737822351063,2.426382889445962,2.4764931160102397,2000,6.5,2.0,50.0
2039,ours,gis,1.854563200681759,2.4508227440921675,2.3165221106503324,2.373346232895906,2.527597252624214,2.5808769254972086,2000,6.5,2.0,50.0
2040,ours,gis,1.887963715026139,2.5490115763124095,2.402945909072931,2.4636592406228037,2.632657991106238,2.689097519692754,2000,6.5,2.0,50.0
2041,ours,gis,1.9189251631348994,2.6487628767604283,2.4916075546824805,2.5563481869468756,2.740069096368921,2.801926049865093,2000,6.5,2.0,50.0
2042,ours,gis,1.9488065929160125,2.7499693072919085,2.5796272950782195,2.6493920502449835,2.8493812065778643,2.915194844831111,2000,6.5,2.0,50.0
2043,ours,gis,1.9872304964900644,2.852423847393309,2.6700439426187814,2.7438892991563475,2.9619195765781234,3.0317051205593284,2000,6.5,2.0,50.0
2044,ours,gis,2.026055650660857,2.95895728326898,2.764343044663562,2.8407704425428673,3.0762510403135734,3.151860574970413,2000,6.5,2.0,50.0
2045,ours,gis,2.061712474976564,3.066943652038164,2.8592851770621515,2.940854704575599,3.194618072366757,3.275446589829649,2000,6.5,2.0,50.0
2046,ours,gis,2.1092693975363828,3.1774997203088016,2.954677940404722,3.04161257336946,3.3151991637779856,3.4011488553950486,2000,6.5,2.0,50.0
2047,ours,gis,2.1579360685191724,3.291514190324495,3.055896645028413,3.145010801774932,3.4393769133456877,3.5311831921335175,2000,6.5,2.0,50.0
2048,ours,gis,2.2112696171786164,3.4102051176516057,3.159916416218998,3.251842185962293,3.5701797417289045,3.667891240394988,2000,6.5,2.0,50.0
2049,ours,gis,2.2547719890405253,3.5327747569585926,3.264591498346793,3.362580460259553,3.704872804173763,3.8085578369996855,2000,6.5,2.0,50.0
2050,ours,gis,2.3004870210224966,3.657717242481898,3.371457159760103,3.474874460956272,3.8427649442000145,3.9565076817804985,2000,6.5,2.0,50.0
2051,ours,gis,2.3411509651994478,3.785067864772087,3.4816335178114053,3.5906090314723897,3.9851866762470576,4.104230693917518,2000,6.5,2.0,50.0
2052,ours,gis,2.382735667827081,3.9152837786395693,3.5921636377561716,3.708301407760416,4.12872184331127,4.2540186748567566,2000,6.5,2.0,50.0
2053,ours,gis,2.421752370768244,4.0486119670830885,3.7071534709765124,3.8263107291916985,4.275242288924996,4.410936622054806,2000,6.5,2.0,50.0
2054,ours,gis,2.462242550597805,4.181406843453814,3.821684838545774,3.945460210174113,4.422899872542311,4.5676519703565654,2000,6.5,2.0,50.0
2055,ours,gis,2.5011109630701687,4.314921270378743,3.936977641296518,4.06438258695117,4.570616438311891,4.726376905567939,2000,6.5,2.0,50.0
2056,ours,gis,2.543795255753352,4.449701195623563,4.051246135651118,4.187340725412456,4.720955085346517,4.882674772087403,2000,6.5,2.0,50.0
2057,ours,gis,2.588104037957395,4.5877435031251785,4.167764418267656,4.310213504888613,4.875324725570636,5.045005530229679,2000,6.5,2.0,50.0
2058,ours,gis,2.6348544514848924,4.7286299128384695,4.285761972289848,4.433351004135197,5.031317288359024,5.211354036126049,2000,6.5,2.0,50.0
2059,ours,gis,2.68436156589961,4.872228364819169,4.404433057688444,4.558064291537651,5.190593281371084,5.378972044632655,2000,6.5,2.0,50.0
2060,ours,gis,2.7290618077028044,5.019900175997491,4.526390707151838,4.687699377374347,5.354641003276399,5.553529790339964,2000,6.5,2.0,50.0
2061,ours,gis,2.7753271709695344,5.1679198925158865,4.651890654549133,4.821581532745521,5.521784667456238,5.731533803631792,2000,6.5,2.0,50.0
2062,ours,gis,2.8120556973853272,5.323117805782208,4.777350337144541,4.9576263124382125,5.6932266437532935,5.9148892470543455,2000,6.5,2.0,50.0
2063,ours,gis,2.853203725269465,5.482016106311358,4.91157352868433,5.09608184961663,5.870951757926762,6.104301381195748,2000,6.5,2.0,50.0
2064,ours,gis,2.896379074802964,5.645094161984758,5.043877728721918,5.240061432455005,6.055262852352224,6.297424779555658,2000,6.5,2.0,50.0
2065,ours,gis,2.939696329451364,5.815030191649369,5.183360704498269,5.387830643326439,6.24629523472856,6.499510232474134,2000,6.5,2.0,50.0
2066,ours,gis,2.9878915779359176,5.991183600180017,5.3273541688575285,5.538780995873077,6.4466092800767045,6.712041391195287,2000,6.5,2.0,50.0
2067,ours,gis,3.0384833298902723,6.174572107828961,5.478430386293627,5.697406655312255,6.655912077514045,6.934109848236977,2000,6.5,2.0,50.0
2068,ours,gis,3.0901093907853103,6.366281658109251,5.634215905204617,5.8627784367985,6.869325006260655,7.166071656060377,2000,6.5,2.0,50.0
2069,ours,gis,3.142246516434776,6.5643796122400575,5.793257875487668,6.031761185312386,7.092531911331417,7.408385101720852,2000,6.5,2.0,50.0
2070,ours,gis,3.1926482590199377,6.76764406775718,5.957535845637539,6.204395062767696,7.324483359024544,7.65709679270394,2000,6.5,2.0,50.0
2071,ours,gis,3.242407092886215,6.973659204424112,6.12599082855181,6.383362685097956,7.558799858826548,7.909855403471224,2000,6.5,2.0,50.0
2072,ours,gis,3.2848070473292474,7.187608346902033,6.296537179401038,6.565373440067126,7.8074372497732,8.172910309855684,2000,6.5,2.0,50.0
2073,ours,gis,3.3332533274978826,7.405336772970353,6.463809600488693,6.752045847298367,8.051838622139819,8.438296986651526,2000,6.5,2.0,50.0
2074,ours,gis,3.3844855588203404,7.626775826796537,6.642578106428277,6.940929885096832,8.303303538971083,8.709270413074236,2000,6.5,2.0,50.0
2075,ours,gis,3.4281103263441004,7.851607132039817,6.822163309493361,7.13222545937389,8.559722355788622,8.985991198342274,2000,6.5,2.0,50.0
2076,ours,gis,3.4772033033894343,8.078299932147392,7.003278278659377,7.326079565398977,8.814226248071105,9.263361961025591,2000,6.5,2.0,50.0
2077,ours,gis,3.5236281220144146,8.307440130374635,7.187119547878116,7.521817069736777,9.07571793964247,9.544826050733425,2000,6.5,2.0,50.0
2078,ours,gis,3.577556692105566,8.538133641065324,7.376424585862174,7.721970260886631,9.340038741105735,9.826386755874209,2000,6.5,2.0,50.0
2079,ours,gis,3.6234464432786284,8.771754421727561,7.561847303699128,7.925483033176554,9.610160986523317,10.113082371840028,2000,6.5,2.0,50.0
2080,ours,gis,3.6794304763756065,9.008874073841469,7.747266822790138,8.12833506538192,9.883263886594689,10.40359531280075,2000,6.5,2.0,50.0
2081,ours,gis,3.7343017868045822,9.251067936700947,7.940686641049586,8.337063584195077,10.159592809100044,10.704321235363105,2000,6.5,2.0,50.0
2082,ours,gis,3.7923709868812927,9.496470977177154,8.135916818640485,8.548101986539326,10.440296142825646,11.007149231064602,2000,6.5,2.0,50.0
2083,ours,gis,3.841339616398069,9.743325484722913,8.330788618751853,8.76258995300011,10.727821241257933,11.312665720180432,2000,6.5,2.0,50.0
2084,ours,gis,3.8918259133551394,9.993543433599353,8.52671596006753,8.977282546331255,11.018222271747252,11.627007420887805,2000,6.5,2.0,50.0
2085,ours,gis,3.942215395124608,10.248080926156533,8.729220361631876,9.19401481292165,11.30953569648392,11.941575406412287,2000,6.5,2.0,50.0
2086,ours,gis,3.9899336609024094,10.505653820079516,8.933296996622378,9.412506303261832,11.603583921148644,12.253807081208018,2000,6.5,2.0,50.0
2087,ours,gis,4.036264878743063,10.760776455731433,9.13654089194784,9.63203948624103,11.900659857146515,12.569012507185647,2000,6.5,2.0,50.0
2088,ours,gis,4.089956306497721,11.017463964790693,9.339468004492675,9.84964867524176,12.197646233962868,12.879360420830306,2000,6.5,2.0,50.0
2089,ours,gis,4.138608764498444,11.27588623533337,9.543688270598688,10.070997819072321,12.492408222700256,13.192006867289201,2000,6.5,2.0,50.0
2090,ours,gis,4.193814838086254,11.538757242950556,9.747972477677262,10.289488005732597,12.788269961826638,13.51456490342368,2000,6.5,2.0,50.0
2091,ours,gis,4.244780222683973,11.80438900430958,9.956004298390921,10.509718790258503,13.091767580373292,13.836243157453865,2000,6.5,2.0,50.0
2092,ours,gis,4.29659047505665,12.06845338475795,10.161773298799815,10.728715298825687,13.386431055812947,14.158597616761579,2000,6.5,2.0,50.0
2093,ours,gis,4.354803871982768,12.329090125927175,10.371677682535177,10.953710415917369,13.686024985853747,14.47468809834377,2000,6.5,2.0,50.0
2094,ours,gis,4.411100499758799,12.594356468686929,10.583798583390784,11.179449083167759,13.984267179234767,14.804926823667103,2000,6.5,2.0,50.0
2095,ours,gis,4.46079962215236,12.85990532532536,10.791476450511706,11.411156505504966,14.286515967225215,15.138454727169243,2000,6.5,2.0,50.0
2096,ours,gis,4.509892734430499,13.126435683064965,10.997396323398572,11.636920567514618,14.584544022205447,15.46132815108197,2000,6.5,2.0,50.0
2097,ours,gis,4.555399057720952,13.38690056195318,11.2086357562267,11.859280086402947,14.88268596873171,15.781782065920241,2000,6.5,2.0,50.0
2098,ours,gis,4.597128022653102,13.648180774307287,11.412523586375146,12.075538087259485,15.189039178445622,16.112317797395026,2000,6.5,2.0,50.0
2099,ours,gis,4.645339345717847,13.902153669865275,11.62143485127895,12.295501338665199,15.477478877190165,16.42530904151214,2000,6.5,2.0,50.0
2100,ours,gis,4.692697276299074,14.157278863410301,11.822067282499706,12.513514837675096,15.76755193855993,16.745915356393397,2000,6.5,2.0,50.0
2101,ours,gis,4.7469512613472995,14.413041794953207,12.031040381070053,12.731366271381633,16.059821951175852,17.060171586337415,2000,6.5,2.0,50.0
2102,ours,gis,4.800162416260322,14.67178251974834,12.237554799199835,12.945508972750371,16.346926422590712,17.37157825339149,2000,6.5,2.0,50.0
2103,ours,gis,4.850485400767702,14.931973424505125,12.445022736569193,13.168832948319366,16.64136246209707,17.680309076810083,2000,6.5,2.0,50.0
2104,ours,gis,4.90287373128772,15.192732611671246,12.642475798935322,13.390034650241077,16.933353461026492,17.99578004765005,2000,6.5,2.0,50.0
2105,ours,gis,4.940722669360691,15.449584313504696,12.841802025662096,13.61348015641553,17.230135167213927,18.3115853491502,2000,6.5,2.0,50.0
2106,ours,gis,4.980553047733424,15.712228197168084,13.047740200479577,13.834810322104653,17.504011428467198,18.635822840242458,2000,6.5,2.0,50.0
2107,ours,gis,5.0174748178574085,15.964632619408023,13.253062982235814,14.058118364915899,17.810409544608195,18.94568156564628,2000,6.5,2.0,50.0
2108,ours,gis,5.0611079143211235,16.211959419093013,13.457558411275505,14.286100891993925,18.11498651458836,19.240110920984133,2000,6.5,2.0,50.0
2109,ours,gis,5.1000113930151585,16.4698304570606,13.672147230118739,14.514280292984012,18.411578733868403,19.53622847623429,2000,6.5,2.0,50.0
2110,ours,gis,5.142062031586268,16.705326881395678,13.869472814814063,14.733804678755344,18.710103899323016,19.84962838228133,2000,6.5,2.0,50.0
2111,ours,gis,5.183323816315385,16.96035752488219,14.068079494740315,14.949188516376589,18.992509124280982,20.145678589841815,2000,6.5,2.0,50.0
2112,ours,gis,5.228449838053001,17.20744555678033,14.273011565047664,15.166648944657036,19.280670347318274,20.453885063104405,2000,6.5,2.0,50.0
2113,ours,gis,5.270773618537994,17.46100167663073,14.478187674338455,15.37757682122948,19.567310660946948,20.772180500332247,2000,6.5,2.0,50.0
2114,ours,gis,5.316396963453626,17.727019367990806,14.668644708214199,15.602018003627723,19.85100547534814,21.09236556974342,2000,6.5,2.0,50.0
2115,ours,gis,5.356560843261727,17.978380068211898,14.868433595200385,15.820533930134394,20.140818795801355,21.414756707238784,2000,6.5,2.0,50.0
2116,ours,gis,5.391871405057131,18.232330312480588,15.0817995705004,16.052032975486465,20.444079790997442,21.739436391657694,2000,6.5,2.0,50.0
2117,ours,gis,5.425789839332065,18.488926460608088,15.282668500566185,16.275178058110498,20.73464834342861,22.050968179697406,2000,6.5,2.0,50.0
2118,ours,gis,5.4533376233311355,18.744077835208934,15.494542799710924,16.49353338201445,21.02198040412463,22.374083843448588,2000,6.5,2.0,50.0
2119,ours,gis,5.48751712222086,18.994135657666607,15.697911683757113,16.70652607145631,21.305836319100628,22.695266471777707,2000,6.5,2.0,50.0
2120,ours,gis,5.524605609723051,19.246807961354534,15.898334638944837,16.927453374783937,21.603464873328523,23.009736583662974,2000,6.5,2.0,50.0
2121,ours,gis,5.5550238049242315,19.50417601043005,16.109362108433604,17.152613624189478,21.895691023458433,23.32740186346118,2000,6.5,2.0,50.0
2122,ours,gis,5.597443351167935,19.776085744554152,16.313787471371725,17.37909505644568,22.18751938549108,23.65289398033174,2000,6.5,2.0,50.0
2123,ours,gis,5.637082142474125,20.038119085747738,16.5206049239161,17.599637646155188,22.477360718896236,23.982694992266826,2000,6.5,2.0,50.0
2124,ours,gis,5.673397423533563,20.30447492814748,16.72540683668769,17.82534826419753,22.767089120929587,24.314501712291563,2000,6.5,2.0,50.0
2125,ours,gis,5.704348264083902,20.569270660162573,16.939054009895955,18.054373317807492,23.073404945353744,24.648043805648477,2000,6.5,2.0,50.0
2126,ours,gis,5.733061444701019,20.839135528006164,17.14804972572611,18.275908903988984,23.371808499613618,24.982133181576643,2000,6.5,2.0,50.0
2127,ours,gis,5.762195843297197,21.104079749771316,17.354903290602945,18.503348940466953,23.675647273696406,25.298565460727648,2000,6.5,2.0,50.0
2128,ours,gis,5.792681681809225,21.36593671238252,17.541418282258505,18.738871512498037,23.98240029138861,25.63108119572344,2000,6.5,2.0,50.0
2129,ours,gis,5.823650805516568,21.630935077634607,17.766118115970837,18.959552932739037,24.287969830358684,25.968113599410326,2000,6.5,2.0,50.0
2130,ours,gis,5.84435510825446,21.898027489308184,17.977457250644836,19.18630921860453,24.58811760217298,26.299702700910633,2000,6.5,2.0,50.0
2131,ours,gis,5.877880537947964,22.156991216283146,18.174123267114357,19.411688537022776,24.885884705138288,26.62514720864875,2000,6.5,2.0,50.0
2132,ours,gis,5.91853771487443,22.40997164868595,18.37045999026501,19.640777253463373,25.179995052968504,26.9568780702381,2000,6.5,2.0,50.0
2133,ours,gis,5.956153233651239,22.665891287345957,18.57457673924886,19.870268261971493,25.47630935090419,27.299310862660032,2000,6.5,2.0,50.0
2134,ours,gis,5.9941630529414,22.9307958277088,18.78507721024585,20.103111933646026,25.774903348397103,27.62226567205561,2000,6.5,2.0,50.0
2135,ours,gis,6.020374882760208,23.192837775798324,18.992474162508056,20.340728680871834,26.086507783867802,27.97072831976312,2000,6.5,2.0,50.0
2136,ours,gis,6.046524400898059,23.454451875968637,19.199171730103508,20.570670300946652,26.401942555754434,28.308938376010175,2000,6.5,2.0,50.0
2137,ours,gis,6.0688380209751,23.71303687301286,19.396831441716554,20.79859898206563,26.714192025636365,28.6401053086812,2000,6.5,2.0,50.0
2138,ours,gis,6.091206324390452,23.976517545608097,19.595120718827083,21.029426605896614,27.023906571219516,28.95262591779098,2000,6.5,2.0,50.0
2139,ours,gis,6.120903666854581,24.24039491253885,19.80487982001615,21.248853211509466,27.300552631403335,29.27119356714113,2000,6.5,2.0,50.0
2140,ours,gis,6.1452621762708315,24.498153845498955,19.992411900620187,21.467995336716413,27.58999036183724,29.589426766552627,2000,6.5,2.0,50.0
2141,ours,gis,6.169794212700991,24.759594107474562,20.18604012315057,21.68091920169011,27.882024030672103,29.912583875077416,2000,6.5,2.0,50.0
2142,ours,gis,6.193168192353572,25.006783217948158,20.372965472201827,21.904186482604327,28.167686420845673,30.24044345437913,2000,6.5,2.0,50.0
2143,ours,gis,6.227225995038062,25.246560142123002,20.56057039289146,22.118619726637252,28.446986553054447,30.55567752131943,2000,6.5,2.0,50.0
2144,ours,gis,6.256984024969754,25.488366039896903,20.75654771877153,22.312701309134802,28.730617367144845,30.873254809499706,2000,6.5,2.0,50.0
2145,ours,gis,6.282313346040785,25.73671862294311,20.949703742465864,22.531894895572776,29.024627216511107,31.19640433539223,2000,6.5,2.0,50.0
2146,ours,gis,6.307072663751032,25.982186196581054,21.131362185108635,22.748652898471235,29.323246641518423,31.50670481157236,2000,6.5,2.0,50.0
2147,ours,gis,6.331910058729778,26.23928174723099,21.328868095335192,22.958730754943012,29.61889702883039,31.860422110415886,2000,6.5,2.0,50.0
2148,ours,gis,6.357313523848319,26.48568532935542,21.524377879810434,23.163541894569505,29.899066744805655,32.176077902367034,2000,6.5,2.0,50.0
2149,ours,gis,6.3771734608176365,26.731095686739977,21.71901410431805,23.37846917353616,30.18488585749021,32.49627687525132,2000,6.5,2.0,50.0
2150,ours,gis,6.399841000316632,26.97309893195918,21.90542462727941,23.574312174442838,30.45048384612251,32.82203489295879,2000,6.5,2.0,50.0
2151,ours,gis,6.424830230140274,27.211720263106816,22.0908140426701,23.776569795407873,30.71002436999009,33.14587339764013,2000,6.5,2.0,50.0
2152,ours,gis,6.446228716905289,27.46192344139596,22.275754932746036,23.976363929777612,30.987869998345726,33.44111145002174,2000,6.5,2.0,50.0
2153,ours,gis,6.46942252862488,27.69917291911998,22.460006309184383,24.186401914461957,31.269923908930075,33.76503898418681,2000,6.5,2.0,50.0
2154,ours,gis,6.501003637231042,27.92780739430895,22.644423041078518,24.388837983890134,31.54702912981718,34.066711262945894,2000,6.5,2.0,50.0
2155,ours,gis,6.532037627126565,28.16503593229045,22.826365072983126,24.600877204929596,31.832243057216136,34.36921559482394,2000,6.5,2.0,50.0
2156,ours,gis,6.555872150027168,28.404145742755727,23.008616718941546,24.814408362572628,32.11414074907299,34.679850567271245,2000,6.5,2.0,50.0
2157,ours,gis,6.580661217297783,28.640690974811235,23.176636012692082,25.023738282742457,32.389473139331244,34.97718234939468,2000,6.5,2.0,50.0
2158,ours,gis,6.601233980394745,28.883107434637438,23.365031464249313,25.225447393139365,32.66270694161071,35.27475146797127,2000,6.5,2.0,50.0
2159,ours,gis,6.618447126779316,29.10397680197115,23.523321143150344,25.42901977152809,32.94534484722167,35.572889646038114,2000,6.5,2.0,50.0
2160,ours,gis,6.6390236504505795,29.33454408122355,23.67993283556235,25.632072492112563,33.21089911860932,35.867671473576685,2000,6.5,2.0,50.0
2161,ours,gis,6.657831264558351,29.564957828399926,23.85356096985082,25.83706808978045,33.47643375860091,36.16238376797367,2000,6.5,2.0,50.0
2162,ours,gis,6.670962772468122,29.779072014903345,24.035941085983147,26.031045994725254,33.7532887053531,36.449446994692565,2000,6.5,2.0,50.0
2163,ours,gis,6.69729565296804,29.98435415592248,24.21140300088435,26.224453680327585,34.03163571455661,36.73522752408408,2000,6.5,2.0,50.0
2164,ours,gis,6.722849477569112,30.181745203828587,24.38752432208467,26.420017950558417,34.29182333091879,37.02834076122005,2000,6.5,2.0,50.0
2165,ours,gis,6.747228493086978,30.397437828655196,24.564600424814227,26.610061700322888,34.55273829431716,37.327781854439586,2000,6.5,2.0,50.0
2166,ours,gis,6.7744450995520875,30.623818068202983,24.741939435308726,26.802070820215526,34.81592046422899,37.614378356896744,2000,6.5,2.0,50.0
2167,ours,gis,6.798426184671564,30.847167636399586,24.91963428729654,26.994777816673825,35.06878236322992,37.90045111837858,2000,6.5,2.0,50.0
2168,ours,gis,6.812296803994795,31.055952077958587,25.096663170113256,27.184439387343005,35.325118487617424,38.1855463349047,2000,6.5,2.0,50.0
2169,ours,gis,6.826009728280215,31.25592542396228,25.270450058271727,27.366553917132894,35.572323371541465,38.47685273141634,2000,6.5,2.0,50.0
2170,ours,gis,6.836110655831117,31.46792132295799,25.442712732574456,27.553409646932714,35.8418064127738,38.765631471229746,2000,6.5,2.0,50.0
2171,ours,gis,6.856157236537748,31.67739181320428,25.600352956539133,27.730325402903247,36.076410089937305,39.05127800993567,2000,6.5,2.0,50.0
2172,ours,gis,6.86893802763189,31.89090730797919,25.752315807710684,27.90446645907418,36.33539150209307,39.33374715902088,2000,6.5,2.0,50.0
2173,ours,gis,6.890300803448266,32.098721127057956,25.909713896169908,28.071338084672362,36.582116772521346,39.611240535088236,2000,6.5,2.0,50.0
2174,ours,gis,6.910601162519447,32.30131016863743,26.065452560625666,28.236490972729584,36.83285668821568,39.8960177915631,2000,6.5,2.0,50.0
2175,ours,gis,6.929670413932821,32.507772114712964,26.221422657274672,28.420992409038274,37.07175091204754,40.17511482289214,2000,6.5,2.0,50.0
2176,ours,gis,6.958887821751237,32.70856924365884,26.37636994563667,28.60905456366129,37.318101365163386,40.454040882531224,2000,6.5,2.0,50.0
